Idade,Rotatividade,ViagensDeNegocio,Departamento,DistanciaDeCasa,Educacao,CampoDeEducacao,ContagemDeEmpregados,IDDoEmpregado,Genero,NivelDoCargo,Funcao,EstadoCivil,RendaMensal,NumeroDeEmpresas,MaiorDe18,AumentoPercentualSalario,HorasPadrao,NivelDeOpcaoDeCompraDeAcoes,TotalDeAnosTrabalhados,TreinamentosNoUltimoAno,AnosNaEmpresa,AnosDesdeUltimaPromocao,AnosComAtualGestor
56,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,4,Médica,1,3235,Masculino,1,Gerente,Casado(a),4084.0,7.0,Y,12,8,0,30.0,6,10,1,1
40,Nao,Viagens_Raras,Vendas,9,3,Marketing,1,3236,Masculino,2,Cientista de Pesquisa,Solteiro(a),4146.0,0.0,Y,14,8,0,5.0,3,4,2,3
27,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Ciências da Vida,1,3237,Feminino,1,Técnico de Laboratório,Solteiro(a),5912.0,8.0,Y,13,8,0,9.0,6,7,0,7
29,Nao,Viagens_Raras,Vendas,20,3,Marketing,1,3238,Feminino,2,Gerente,Divorciado(a),5852.0,1.0,Y,15,8,1,2.0,3,2,2,2
53,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,3,Ciências da Vida,1,3239,Feminino,3,Técnico de Laboratório,Solteiro(a),9618.0,2.0,Y,18,8,0,19.0,2,2,2,2
35,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,5,1,Médica,1,3240,Masculino,1,Representante de Saúde,Divorciado(a),10326.0,2.0,Y,18,8,2,16.0,4,1,0,0
32,Nao,Viagens_Frequentes,Vendas,4,4,Ciências da Vida,1,3241,Masculino,2,Executivo de Vendas,Casado(a),37688.0,1.0,Y,19,8,0,10.0,3,10,4,7
38,Nao,Viagens_Raras,Vendas,10,3,Médica,1,3242,Masculino,4,Técnico de Laboratório,Casado(a),36344.0,6.0,Y,12,8,2,6.0,5,1,0,1
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,20,3,Médica,1,3243,Feminino,3,Técnico de Laboratório,Divorciado(a),11488.0,3.0,Y,19,8,1,7.0,4,0,0,0
52,Nao,Viagens_Raras,Vendas,21,5,Grau Técnico,1,3244,Masculino,3,Gerente,Casado(a),5778.0,1.0,Y,11,8,1,34.0,2,34,1,16
33,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,2,Médica,1,3245,Masculino,3,Técnico de Laboratório,Solteiro(a),5742.0,1.0,Y,17,8,3,10.0,2,10,7,8
25,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,3,Ciências da Vida,1,3246,Masculino,2,Cientista de Pesquisa,Solteiro(a),14968.0,1.0,Y,15,8,0,6.0,3,6,1,4
45,Nao,Viagens_Raras,Vendas,2,3,Ciências da Vida,1,3247,Masculino,3,Representante de Saúde,Solteiro(a),12148.0,0.0,Y,14,8,0,9.0,2,8,3,1
23,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,23,1,Ciências da Vida,1,3248,Feminino,2,Cientista de Pesquisa,Solteiro(a),34656.0,1.0,Y,17,8,1,2.0,2,2,0,2
47,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,4,3,Ciências da Vida,1,3249,Masculino,1,Diretor de Pesquisa,Solteiro(a),5548.0,4.0,Y,13,8,1,8.0,2,5,1,3
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,12,3,Grau Técnico,1,3250,Masculino,1,Cientista de Pesquisa,Solteiro(a),9010.0,1.0,Y,12,8,0,6.0,3,6,1,4
55,Sim,Viagens_Raras,Recursos_Humanos,7,3,Recursos Humanos,1,3251,Masculino,4,Técnico de Laboratório,Casado(a),14856.0,5.0,Y,12,8,0,24.0,2,5,1,4
36,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,7,2,Ciências da Vida,1,3252,Masculino,5,Executivo de Vendas,Solteiro(a),23262.0,1.0,Y,18,8,1,10.0,2,10,0,9
52,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,1,4,Ciências da Vida,1,3253,Masculino,5,Executivo de Vendas,Casado(a),19476.0,0.0,Y,18,8,2,5.0,2,4,1,2
26,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,2,2,Ciências da Vida,1,3254,Masculino,1,Diretor de Manufatura,Divorciado(a),5670.0,3.0,Y,11,8,1,5.0,2,2,2,0
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,2,Médica,1,3255,Masculino,3,Diretor de Manufatura,Casado(a),33918.0,4.0,Y,14,8,3,11.0,5,8,1,1
26,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,15,2,Ciências da Vida,1,3256,Masculino,2,Técnico de Laboratório,Solteiro(a),5226.0,6.0,Y,19,8,1,6.0,2,4,1,2
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,14,4,Grau Técnico,1,3257,Masculino,2,Diretor de Manufatura,Solteiro(a),12292.0,2.0,Y,12,8,0,10.0,3,4,1,3
54,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,18,4,Médica,1,3258,Feminino,2,Técnico de Laboratório,Divorciado(a),9926.0,9.0,Y,15,8,1,9.0,2,5,1,4
27,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,13,2,Ciências da Vida,1,3259,Feminino,4,Cientista de Pesquisa,Casado(a),39074.0,0.0,Y,12,8,0,5.0,5,4,1,1
37,Nao,Viagens_Raras,Vendas,2,4,Grau Técnico,1,3260,Masculino,2,Diretor de Manufatura,Divorciado(a),12344.0,0.0,Y,11,8,0,6.0,1,5,4,3
38,Nao,Viagens_Frequentes,Vendas,2,4,Ciências da Vida,1,3261,Feminino,2,Cientista de Pesquisa,Solteiro(a),4736.0,6.0,Y,11,8,1,17.0,3,15,4,12
34,Nao,Viagens_Raras,Vendas,2,3,Marketing,1,3262,Masculino,1,Representante de Vendas,Solteiro(a),20624.0,1.0,Y,12,8,0,6.0,2,6,1,3
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,4,Médica,1,3263,Masculino,3,Gerente,Casado(a),3350.0,1.0,Y,16,8,0,3.0,6,3,0,2
30,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,20,3,Médica,1,3264,Masculino,1,Técnico de Laboratório,Casado(a),5046.0,3.0,Y,13,8,1,7.0,2,2,0,2
40,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,10,4,Médica,1,3265,Masculino,2,Diretor de Manufatura,Casado(a),13134.0,1.0,Y,13,8,1,8.0,3,8,3,7
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Ciências da Vida,1,3266,Masculino,3,Representante de Saúde,Casado(a),9478.0,5.0,Y,24,8,2,6.0,2,3,1,2
42,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,9,4,Médica,1,3267,Masculino,1,Diretor de Manufatura,Divorciado(a),18416.0,1.0,Y,15,8,1,24.0,2,24,14,9
23,Sim,Viagens_Raras,Vendas,2,3,Médica,1,3268,Feminino,4,Diretor de Manufatura,Casado(a),9118.0,1.0,Y,18,8,1,1.0,2,0,0,0
24,Nao,Nao_Viaja,Vendas,1,5,Marketing,1,3269,Feminino,1,Diretor de Manufatura,Divorciado(a),16378.0,1.0,Y,14,8,1,1.0,3,1,0,0
52,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,29,3,Ciências da Vida,1,3270,Masculino,2,Diretor de Manufatura,Casado(a),5884.0,8.0,Y,11,8,1,9.0,1,5,1,4
50,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,4,Ciências da Vida,1,3271,Masculino,2,Executivo de Vendas,Casado(a),9882.0,5.0,Y,11,8,1,30.0,3,4,0,3
29,Sim,Viagens_Raras,Vendas,2,4,Marketing,1,3272,Feminino,4,Cientista de Pesquisa,Casado(a),21300.0,1.0,Y,13,8,2,1.0,2,1,0,0
33,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,3,4,Ciências da Vida,1,3273,Masculino,4,Diretor de Manufatura,Casado(a),11804.0,0.0,Y,12,8,1,14.0,2,13,3,7
33,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,23,5,Ciências da Vida,1,3274,Masculino,1,Recursos Humanos,Solteiro(a),17278.0,5.0,Y,16,8,2,6.0,3,3,0,2
47,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,6,4,Outro,1,3275,Masculino,2,Gerente,Casado(a),12694.0,1.0,Y,14,8,0,26.0,2,26,3,0
36,Nao,Viagens_Raras,Vendas,6,3,Médica,1,3276,Feminino,2,Executivo de Vendas,Casado(a),8400.0,0.0,Y,22,8,0,10.0,3,9,0,5
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Outro,1,3277,Masculino,1,Cientista de Pesquisa,Casado(a),6904.0,1.0,Y,11,8,0,10.0,3,10,0,7
58,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,24,3,Outro,1,3278,Feminino,2,Cientista de Pesquisa,Solteiro(a),8634.0,7.0,Y,17,8,0,40.0,2,31,13,8
35,Nao,Viagens_Raras,Vendas,10,4,Marketing,1,3279,Feminino,1,Cientista de Pesquisa,Solteiro(a),5264.0,3.0,Y,13,8,3,7.0,3,2,2,2
42,Nao,Viagens_Raras,Vendas,15,1,Marketing,1,3280,Masculino,2,Técnico de Laboratório,Casado(a),9336.0,9.0,Y,18,8,2,8.0,2,4,0,2
28,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,19,4,Médica,1,3281,Feminino,2,Executivo de Vendas,Solteiro(a),6408.0,6.0,Y,16,8,1,5.0,4,2,2,1
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,3282,Masculino,2,Representante de Saúde,Casado(a),5440.0,4.0,Y,14,8,1,8.0,3,5,0,4
32,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,3,1,Médica,1,3283,Masculino,2,Diretor de Manufatura,Casado(a),34362.0,1.0,Y,14,8,0,14.0,2,14,6,8
40,Nao,Viagens_Frequentes,Vendas,9,3,Marketing,1,3284,Masculino,3,Diretor de Manufatura,Solteiro(a),4476.0,6.0,Y,14,8,0,10.0,3,1,0,0
30,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,7,3,Grau Técnico,1,3285,Masculino,2,Diretor de Pesquisa,Solteiro(a),2966.0,5.0,Y,13,8,0,12.0,3,0,0,0
45,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,4,Ciências da Vida,1,3286,Masculino,1,Diretor de Pesquisa,Solteiro(a),11210.0,1.0,Y,12,8,2,1.0,2,1,0,0
42,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,20,2,Médica,1,3287,Masculino,2,Representante de Vendas,Casado(a),14590.0,1.0,Y,15,8,0,10.0,3,9,7,8
38,Nao,Viagens_Frequentes,Vendas,4,3,Médica,1,3288,Masculino,2,Cientista de Pesquisa,Divorciado(a),4612.0,2.0,Y,19,8,1,13.0,5,4,1,2
34,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,7,4,Ciências da Vida,1,3289,Masculino,3,Técnico de Laboratório,Solteiro(a),4696.0,1.0,Y,14,8,1,6.0,3,5,1,3
49,Sim,Viagens_Raras,Vendas,7,2,Ciências da Vida,1,3290,Feminino,2,Representante de Saúde,Casado(a),17996.0,1.0,Y,14,8,2,9.0,2,9,7,7
55,Sim,Viagens_Raras,Recursos_Humanos,16,3,Grau Técnico,1,3291,Masculino,4,Diretor de Manufatura,Solteiro(a),8638.0,4.0,Y,11,8,0,12.0,3,9,7,3
43,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,25,2,Médica,1,3292,Masculino,2,Representante de Saúde,Casado(a),12264.0,6.0,Y,13,8,0,22.0,3,4,1,0
27,Nao,Viagens_Raras,Vendas,2,4,Médica,1,3293,Masculino,2,Gerente,Divorciado(a),6692.0,1.0,Y,21,8,1,9.0,2,9,0,8
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Médica,1,3294,Masculino,1,Diretor de Pesquisa,Solteiro(a),21710.0,3.0,Y,13,8,1,17.0,2,8,1,6
28,Nao,Viagens_Raras,Vendas,1,2,Grau Técnico,1,3295,Feminino,1,Executivo de Vendas,Casado(a),4462.0,1.0,Y,12,8,0,8.0,3,8,7,5
34,Nao,Viagens_Raras,Vendas,2,5,Ciências da Vida,1,3296,Masculino,4,Cientista de Pesquisa,Casado(a),4646.0,0.0,Y,17,8,0,4.0,2,3,0,2
26,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,22,4,Outro,1,3297,Feminino,1,Executivo de Vendas,Casado(a),4048.0,1.0,Y,23,8,0,8.0,2,8,1,7
27,Nao,Nao_Viaja,Vendas,1,3,Grau Técnico,1,3298,Feminino,1,Executivo de Vendas,Casado(a),5426.0,1.0,Y,11,8,0,0.0,2,0,0,0
51,Nao,Viagens_Raras,Vendas,16,3,Médica,1,3299,Masculino,3,Cientista de Pesquisa,Casado(a),18878.0,2.0,Y,15,8,3,29.0,0,20,4,17
44,Nao,Viagens_Raras,Vendas,24,5,Médica,1,3300,Feminino,1,Executivo de Vendas,Solteiro(a),5132.0,9.0,Y,11,8,1,10.0,3,5,2,3
25,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,17,3,Médica,1,3301,Masculino,1,Técnico de Laboratório,Solteiro(a),39852.0,7.0,Y,11,8,3,6.0,5,4,0,1
33,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,4,Ciências da Vida,1,3302,Masculino,3,Técnico de Laboratório,Divorciado(a),4902.0,1.0,Y,13,8,1,9.0,3,9,0,8
35,Nao,Viagens_Raras,Vendas,6,4,Médica,1,3303,Feminino,2,Gerente,Solteiro(a),18838.0,1.0,Y,24,8,1,6.0,5,6,1,1
36,Nao,Viagens_Raras,Vendas,10,4,Marketing,1,3304,Masculino,3,Gerente,Casado(a),17372.0,1.0,Y,13,8,0,18.0,2,18,4,11
32,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,3,4,Médica,1,3305,Feminino,4,Executivo de Vendas,Divorciado(a),6076.0,2.0,Y,20,8,0,8.0,3,5,0,3
30,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,4,5,Médica,1,3306,Masculino,5,Representante de Vendas,Divorciado(a),6116.0,9.0,Y,14,8,1,10.0,2,5,0,3
53,Nao,Viagens_Raras,Vendas,6,3,Marketing,1,3307,Masculino,4,Executivo de Vendas,Casado(a),4650.0,7.0,Y,18,8,1,35.0,1,5,0,4
45,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,5,Grau Técnico,1,3308,Masculino,2,Representante de Saúde,Divorciado(a),4176.0,4.0,Y,15,8,3,18.0,2,5,0,2
32,Nao,Viagens_Raras,Vendas,10,3,Marketing,1,3309,Feminino,1,Recursos Humanos,Casado(a),6144.0,5.0,Y,12,8,0,9.0,4,5,1,3
52,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,1,1,Ciências da Vida,1,3310,Masculino,2,Técnico de Laboratório,Casado(a),10012.0,3.0,Y,16,8,1,31.0,2,9,0,0
37,Nao,Viagens_Raras,Vendas,24,2,Ciências da Vida,1,3311,Feminino,4,Técnico de Laboratório,Divorciado(a),8514.0,4.0,Y,15,8,0,9.0,2,1,0,0
28,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,21,4,Ciências da Vida,1,3312,Feminino,1,Representante de Saúde,Divorciado(a),5000.0,1.0,Y,16,8,2,6.0,3,5,0,4
22,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,2,Ciências da Vida,1,3313,Masculino,1,Representante de Vendas,Casado(a),2204.0,6.0,Y,19,8,0,4.0,3,2,2,2
44,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,22,3,Médica,1,3314,Feminino,1,Técnico de Laboratório,Casado(a),20906.0,2.0,Y,11,8,1,10.0,2,3,0,2
42,Nao,Viagens_Frequentes,Vendas,13,4,Ciências da Vida,1,3315,Feminino,2,Técnico de Laboratório,Solteiro(a),4576.0,5.0,Y,16,8,1,8.0,4,2,2,2
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,14,3,Outro,1,3316,Masculino,2,Cientista de Pesquisa,Casado(a),7858.0,0.0,Y,24,8,0,6.0,6,5,0,3
25,Nao,Viagens_Raras,Vendas,11,3,Ciências da Vida,1,3317,Feminino,1,Técnico de Laboratório,Casado(a),4622.0,1.0,Y,11,8,1,5.0,2,5,0,3
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,2,Ciências da Vida,1,3318,Feminino,1,Representante de Saúde,Casado(a),6280.0,1.0,Y,13,8,1,17.0,2,17,5,15
35,Sim,Viagens_Frequentes,Vendas,8,2,Marketing,1,3319,Feminino,1,Técnico de Laboratório,Divorciado(a),7380.0,1.0,Y,13,8,1,10.0,2,10,7,8
32,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,21,3,Ciências da Vida,1,3320,Masculino,1,Executivo de Vendas,Divorciado(a),8900.0,0.0,Y,13,8,0,4.0,3,3,0,2
25,Nao,Viagens_Raras,Vendas,5,3,Marketing,1,3321,Feminino,4,Cientista de Pesquisa,Casado(a),5512.0,1.0,Y,12,8,2,5.0,2,5,0,3
49,Nao,Viagens_Raras,Vendas,9,3,Grau Técnico,1,3322,Feminino,2,Representante de Vendas,Casado(a),38066.0,2.0,Y,18,8,1,7.0,5,4,0,2
24,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,2,5,Grau Técnico,1,3323,Masculino,2,Representante de Saúde,Casado(a),37444.0,0.0,Y,22,8,1,6.0,3,5,3,4
32,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,12,5,Médica,1,3324,Masculino,1,Cientista de Pesquisa,Casado(a),19094.0,1.0,Y,13,8,1,10.0,3,10,5,3
38,Nao,Viagens_Raras,Vendas,22,2,Médica,1,3325,Masculino,1,Executivo de Vendas,Casado(a),27468.0,0.0,Y,13,8,0,3.0,3,2,1,2
42,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,18,1,Grau Técnico,1,3326,Feminino,2,Cientista de Pesquisa,Casado(a),39998.0,2.0,Y,23,8,1,17.0,6,5,1,3
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,16,3,Ciências da Vida,1,3327,Feminino,3,Executivo de Vendas,Casado(a),4558.0,3.0,Y,12,8,1,8.0,3,6,0,2
29,Sim,Viagens_Raras,Vendas,3,3,Marketing,1,3328,Masculino,3,Técnico de Laboratório,Divorciado(a),11832.0,6.0,Y,12,8,0,5.0,2,3,0,2
53,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,3,Ciências da Vida,1,3329,Masculino,1,Representante de Vendas,Casado(a),4178.0,5.0,Y,16,8,0,28.0,2,2,2,2
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Ciências da Vida,1,3330,Masculino,3,Representante de Saúde,Casado(a),33584.0,3.0,Y,12,8,1,16.0,3,13,4,8
37,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,13,4,Ciências da Vida,1,3331,Feminino,3,Recursos Humanos,Casado(a),7128.0,5.0,Y,11,8,0,10.0,1,5,0,0
53,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,1,Médica,1,3332,Masculino,1,Executivo de Vendas,Solteiro(a),8850.0,6.0,Y,22,8,1,33.0,2,12,3,8
43,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,1,3,Médica,1,3333,Masculino,1,Técnico de Laboratório,Casado(a),10530.0,4.0,Y,11,8,1,12.0,4,5,2,2
47,Nao,Viagens_Raras,Vendas,15,4,Marketing,1,3334,Feminino,3,Diretor de Pesquisa,Casado(a),13106.0,0.0,Y,15,8,0,8.0,2,7,7,7
37,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,1,5,Médica,1,3335,Feminino,2,Cientista de Pesquisa,Solteiro(a),12522.0,1.0,Y,12,8,0,10.0,1,10,0,9
50,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,17,3,Médica,1,3336,Feminino,1,Técnico de Laboratório,Divorciado(a),8596.0,1.0,Y,20,8,1,31.0,6,31,14,7
39,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Outro,1,3337,Feminino,3,Recursos Humanos,Casado(a),13608.0,8.0,Y,14,8,1,13.0,3,5,0,4
33,Nao,Viagens_Raras,Vendas,7,3,Ciências da Vida,1,3338,Masculino,2,Diretor de Manufatura,Divorciado(a),7630.0,3.0,Y,11,8,1,7.0,3,4,0,3
32,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,1,Médica,1,3339,Feminino,1,Técnico de Laboratório,Solteiro(a),5482.0,1.0,Y,15,8,1,1.0,5,1,0,1
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,4,Ciências da Vida,1,3340,Feminino,4,Representante de Saúde,Divorciado(a),13346.0,6.0,Y,12,8,1,8.0,2,4,0,3
44,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,26,2,Ciências da Vida,1,3341,Masculino,2,Diretor de Manufatura,Casado(a),15278.0,1.0,Y,14,8,0,8.0,6,8,7,1
28,Nao,Viagens_Raras,Vendas,24,5,Ciências da Vida,1,3342,Feminino,1,Cientista de Pesquisa,Solteiro(a),4656.0,1.0,Y,11,8,2,4.0,3,4,0,2
58,Sim,Viagens_Frequentes,Vendas,9,2,Grau Técnico,1,3343,Masculino,1,Executivo de Vendas,Divorciado(a),4306.0,9.0,Y,11,8,0,3.0,3,1,0,0
43,Nao,Viagens_Raras,Vendas,7,4,Marketing,1,3344,Masculino,2,Executivo de Vendas,Divorciado(a),9752.0,4.0,Y,16,8,2,4.0,4,1,0,0
20,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,11,3,Médica,1,3345,Masculino,2,Executivo de Vendas,Solteiro(a),18792.0,1.0,Y,12,8,0,2.0,6,2,0,2
21,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Médica,1,3346,Masculino,2,Executivo de Vendas,Solteiro(a),20800.0,1.0,Y,13,8,1,1.0,2,1,0,0
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,26,4,Médica,1,3347,Masculino,1,Técnico de Laboratório,Casado(a),16948.0,0.0,Y,14,8,0,17.0,3,16,4,11
47,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,3348,Masculino,2,Diretor de Manufatura,Solteiro(a),19962.0,1.0,Y,21,8,1,3.0,3,3,1,2
22,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,15,4,Ciências da Vida,1,3349,Feminino,1,Técnico de Laboratório,Casado(a),24980.0,0.0,Y,13,8,0,4.0,3,3,0,2
41,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,23,3,Ciências da Vida,1,3350,Feminino,2,Executivo de Vendas,Divorciado(a),5314.0,4.0,Y,11,8,0,10.0,3,7,1,0
28,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Ciências da Vida,1,3351,Feminino,3,Gerente,Divorciado(a),27182.0,5.0,Y,20,8,1,6.0,2,2,2,2
39,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,4,Ciências da Vida,1,3352,Feminino,4,Recursos Humanos,Casado(a),13392.0,7.0,Y,11,8,0,8.0,3,2,2,2
27,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Médica,1,3353,Masculino,1,Cientista de Pesquisa,Solteiro(a),4116.0,1.0,Y,14,8,1,1.0,5,1,0,0
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,12,2,Grau Técnico,1,3354,Masculino,2,Recursos Humanos,Divorciado(a),17730.0,1.0,Y,11,8,1,1.0,0,1,1,0
42,Nao,Viagens_Raras,Vendas,11,1,Grau Técnico,1,3355,Masculino,2,Recursos Humanos,Solteiro(a),11880.0,7.0,Y,16,8,0,10.0,2,5,0,3
33,Nao,Viagens_Raras,Vendas,2,3,Marketing,1,3356,Feminino,1,Executivo de Vendas,Solteiro(a),11828.0,3.0,Y,16,8,1,6.0,4,3,0,2
58,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,4,Ciências da Vida,1,3357,Masculino,1,Cientista de Pesquisa,Divorciado(a),5244.0,2.0,Y,23,8,0,24.0,3,6,0,4
31,Nao,Viagens_Raras,Vendas,1,3,Ciências da Vida,1,3358,Feminino,1,Representante de Vendas,Casado(a),24370.0,3.0,Y,14,8,0,13.0,2,7,5,2
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,1,Ciências da Vida,1,3359,Masculino,3,Representante de Saúde,Casado(a),21218.0,1.0,Y,22,8,0,10.0,3,10,0,7
49,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,25,2,Ciências da Vida,1,3360,Feminino,2,Executivo de Vendas,Casado(a),8690.0,4.0,Y,15,8,0,29.0,3,26,1,7
48,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Médica,1,3361,Masculino,1,Cientista de Pesquisa,Casado(a),4354.0,4.0,Y,18,8,0,13.0,4,0,0,0
31,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,1,2,Grau Técnico,1,3362,Feminino,2,Executivo de Vendas,Casado(a),5586.0,1.0,Y,16,8,0,9.0,4,9,0,0
36,Nao,Viagens_Raras,Recursos_Humanos,2,4,Grau Técnico,1,3363,Masculino,1,Executivo de Vendas,Solteiro(a),15836.0,2.0,Y,12,8,2,8.0,3,6,0,1
38,Nao,Viagens_Raras,Vendas,6,3,Outro,1,3364,Masculino,2,Executivo de Vendas,Casado(a),17578.0,1.0,Y,11,8,3,15.0,4,15,5,11
32,Nao,Nao_Viaja,Vendas,18,3,Marketing,1,3365,Masculino,1,Técnico de Laboratório,Casado(a),4778.0,6.0,Y,12,8,1,5.0,4,3,0,2
25,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,2,Ciências da Vida,1,3366,Masculino,1,Executivo de Vendas,Casado(a),6424.0,1.0,Y,15,8,1,1.0,3,1,0,0
40,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Médica,1,3367,Masculino,2,Cientista de Pesquisa,Divorciado(a),38464.0,2.0,Y,14,8,1,11.0,3,1,0,0
26,Nao,Viagens_Frequentes,Vendas,11,3,Marketing,1,3368,Masculino,2,Representante de Saúde,Solteiro(a),4534.0,1.0,Y,19,8,3,7.0,2,7,0,7
41,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Médica,1,3369,Masculino,1,Cientista de Pesquisa,Solteiro(a),39034.0,2.0,Y,13,8,0,20.0,5,18,2,17
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,3,Ciências da Vida,1,3370,Feminino,2,Representante de Saúde,Solteiro(a),4872.0,4.0,Y,13,8,0,16.0,3,11,3,9
19,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,15,3,Ciências da Vida,1,3371,Masculino,2,Cientista de Pesquisa,Solteiro(a),32128.0,1.0,Y,15,8,1,1.0,3,1,0,0
20,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,29,3,Ciências da Vida,1,3372,Feminino,3,Técnico de Laboratório,Solteiro(a),5414.0,1.0,Y,11,8,0,1.0,2,1,0,0
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Ciências da Vida,1,3373,Masculino,4,Diretor de Pesquisa,Casado(a),38136.0,0.0,Y,12,8,0,10.0,1,9,8,5
